MASCARA,ANO,ORDEMORGACAD,NOMEORGACAD,CATEGADM,COD_DEP,CATADM,CATADMPARTSE,CATADMCOMUN,CATADMCONFESS,CATADMFILANT,CODMUNIC,MUNICIPIO,EH_CAPITAL,COD_UF,NOMEUF,SIGLA,REGIAO,NUMERODEIES,I0311,I0312,I0313,I0314,I0321,I0322,I0323,I0324,I0331,I0332,I0333,I0334,I0341,I0342,I0343,I0344,I0351,I0352,I0353,I0354,I0361,I0362,I0363,I0364,I0371,I0372,I0373,I0374,I0411,I0412,I0413,I0414,I0421,I0422,I0423,I0424,I0431,I0432,I0433,I0434,I0441,I0442,I0443,I0444,I0451,I0452,I0453,I0454,I0461,I0462,I0463,I0464,I0471,I0472,I0473,I0474,I0511,I0512,I0513,I0611,I07101,I07102,I07103,I07104,I07105,I07106,I07107,I07108,I07201,I07202,I07203,I07204,I07205,I07206,I07207,I07208,I07301,I07302,I07303,I07304,I07305,I07306,I07307,I07308,I07401,I07402,I07403,I07404,I07405,I07406,I07407,I07408,I07501,I07502,I07503,I07504,I07505,I07506,I07507,I07508,I0811,I0812,I0822,I0823,I0832,I0833,I0841,I0842,I0843,I0852,I0853,I0911,I0912,I0921,I0922,I0931,I0932,I0941,I0942,I0951,I0952,I1111,I1112,I1113,I1114,I1115,I1116,I1121,I1122,I1123,I1124,I1125,I1126,I1131,I1132,I1133,I1134,I1135,I1136,I1141,I1142,I1143,I1144,I1145,I1146,I1151,I1152,I1153,I1154,I1155,I1156,I1162,I1163,I1165,I1166,I1172,I1173,I1175,I1176,I1211,I1221,I1231,I1241,I1251,I1261,I1271,I1281,I13011,I13021,I13031,I13041,I13051,I13061,I13071,I13081,I13091,I13101,I13111,I13121,I13131,I0111,I0112,I14011,I14012,I14013,I14014,I14015,I14016,I14017,I14021,I14022,I14023,I14024,I14025,I14026,I14027,I14031,I14032,I14033,I14034,I14035,I14036,I14037,I14041,I14042,I14043,I14044,I14045,I14046,I14047,I14051,I14052,I14053,I14054,I14055,I14056,I14057,I14061,I14062,I14063,I14064,I14065,I14066,I14067,I14071,I14072,I14073,I14074,I14075,I14076,I14077,I14081,I14082,I14083,I14084,I14085,I14086,I14087,I14091,I14092,I14093,I14094,I14095,I14096,I14097,I14101,I14102,I14103,I14104,I14105,I14106,I14107,I14111,I14112,I14113,I14114,I14115,I14116,I14117,I14121,I14122,I14123,I14124,I14125,I14126,I14127,I14131,I14132,I14133,I14134,I14135,I14136,I14137,I14141,I14142,I14143,I14144,I14145,I14146,I14147,I14151,I14152,I14153,I14154,I14155,I14156,I14157,I14161,I14162,I14163,I14164,I14165,I14166,I14167,I0211,I0212,I0213,I0214,I1511,I1521,I1531,I1541,I1551,I1561,I1571,I1581,I1611,I1612,I1613,I1621,I1622,I1623,I1631,I1632,I1633,I1711,I1712,I1713,I1811,I1812,I1813
278,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351204807605,BRAGANCA PAULISTA,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,12.0,,,1.0,2.0,,,15.0,16.0,,,9.0,3.0,,,6.0,1.0,,,1.0,1.0,,,1.0,1.0,,,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,9.0,7.0,17.0,8.0,9.0,6.0,3.0,4.0,5.0,5.0,6.0,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,,,,,,,,,,,,119.0,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,1.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,3469876.0,30770.0,,,,50658.0,,323753.0,2655867.0,,48702.0,,95702.0,110309.0,,734510.0,13852.0,89427.0,500402.0,,11526.0,1.0,0.0,313.0,522.0,456.0,100.0,0.0,0.0,0.0,300.0,521.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,300.0,1580.0,565.0,0.0,0.0,0.0,0.0,226.0,366.0,365.0,0.0,0.0,0.0,0.0,1175.0,2381.0,666.0,0.0,0.0,0.0,0.0,727.0,1112.0,256.0,0.0,16.0,0.0,0.0,1973.0,2824.0,366.0,0.0,10.0,0.0,0.0,500.0,700.0,195.0,75.0,0.0,0.0,0.0,1610.0,1915.0,195.0,75.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,1138.0,2187.0,930.0,0.0,0.0,0.0,0.0,701.0,895.0,430.0,3.0,0.0,0.0,0.0,150.0,284.0,10.0,0.0,0.0,0.0,0.0,727.0,1112.0,98.0,0.0,19.0,0.0,0.0,3131.0,5871.0,981.0,0.0,22.0,0.0,0.0,3356.0,152.0,159.0,2776.0,S,N,N,N,N,N,N,N,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,28.0,17.0,5.0,,,
925,2000,1,Universidade,ESTADUAL,2,ESTADUAL,N,N,N,N,290301210800,FEIRA DE SANTANA,N,29,Bahia,BA,Nordeste,1,14.0,25.0,,,7.0,6.0,,,123.0,61.0,,,140.0,67.0,,,7.0,4.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,55.0,70.0,3.0,7.0,0.0,0.0,66.0,27.0,72.0,73.0,12.0,8.0,0.0,0.0,80.0,68.0,65.0,61.0,3.0,7.0,0.0,0.0,22.0,24.0,12.0,18.0,2.0,3.0,0.0,0.0,636.0,,,98.0,,,,,42.0,,4.0,,,,,,,,,,,5.0,0.0,,,,,75.0,23.0,1.0,,,,22.0,85.0,5.0,,,,0.0,,2.0,,,,,1.0,,,,,,,2.0,,18.0,,4.0,,17503.0,,306240.0,1080404.0,38352385.0,21779.0,359157.0,2018180.0,24395954.0,,928362.0,,742654.0,,189307.0,14713499.0,584247.0,1738321.0,806966.0,,,1.0,6.0,2415.0,8971.0,283.0,63.0,73.0,0.0,2.0,1476.0,4895.0,198.0,3.0,63.0,0.0,3.0,1565.0,5028.0,168.0,9.0,72.0,1.0,5.0,3463.0,10538.0,226.0,11.0,152.0,0.0,61.0,474.0,924.0,46.0,0.0,3.0,0.0,63.0,12934.0,42285.0,420.0,6.0,130.0,0.0,15.0,9335.0,24670.0,303.0,11.0,81.0,0.0,2.0,11509.0,27713.0,103.0,0.0,91.0,0.0,5.0,786.0,1509.0,15.0,74.0,9.0,1.0,5.0,351.0,880.0,28.0,68.0,17.0,1.0,3.0,481.0,864.0,37.0,20.0,6.0,3.0,9.0,564.0,1622.0,86.0,59.0,186.0,1.0,2.0,179.0,254.0,14.0,2.0,6.0,0.0,1.0,1284.0,3767.0,120.0,28.0,142.0,5.0,14.0,900.0,2237.0,102.0,30.0,14.0,14.0,2.0,2550.0,6310.0,37.0,16.0,14.0,40.0,3.0,211000.0,40195.0,3000.0,0.0,S,S,S,S,S,S,S,S,11.0,1.0,0.0,33.0,1.0,0.0,3.0,4.0,0.0,668.0,452.0,1120.0,,,
602,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,320300905200,VILA VELHA,N,32,Espirito Santo,ES,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,243.0,596.0,0.0,0.0,0.0,0.0,0.0,31.0,62.0,0.0,0.0,0.0,0.0,0.0,1270.0,260.0,13.0,,S,S,N,N,S,N,N,N,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,23.0,,,
440,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,320300905309,VITORIA,S,32,Espirito Santo,ES,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,3.0,,,6.0,8.0,,,5.0,4.0,,,1.0,3.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,1.0,,,,,,2.0,3.0,3.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126617168.0,886064.0,,,,,,,74839129.0,,3362518.0,,,4436511.0,,37309203.0,4651234.0,2537963.0,2548346.0,,,1.0,,153.0,735.0,,,,,,26.0,115.0,,,,,,395.0,1546.0,,,,,,22.0,55.0,,,,,,198.0,1105.0,,,,,,,,,,,,,,,,,,,,110.0,525.0,,,,,,185.0,1430.0,,,,,,37.0,280.0,,,,,,475.0,2375.0,,,,,,27.0,65.0,,,,,,,,,,,,,232.0,1629.0,,,,,,,,,,,,,152.0,960.0,,,,,,1215.0,342.0,113.0,,S,S,S,N,S,S,S,S,2.0,,,,1.0,,2.0,,,45.0,15.0,35.0,,,
838,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351004038808,PIRAJU,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570098.0,0.0,0.0,0.0,0.0,0.0,0.0,27058.0,204226.0,0.0,3715.0,0.0,0.0,418.0,0.0,51703.0,2495.0,0.0,8968.0,0.0,325631.0,1.0,0.0,1904.0,1160.0,170.0,0.0,0.0,0.0,0.0,780.0,2206.0,224.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3945.0,4312.0,1498.0,0.0,70.0,0.0,0.0,1014.0,3113.0,132.0,0.0,23.0,0.0,0.0,1508.0,1819.0,43.0,0.0,0.0,0.0,0.0,25.0,25.0,65.0,0.0,0.0,0.0,0.0,45.0,45.0,200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,430.0,0.0,0.0,0.0,0.0,42.0,42.0,83.0,0.0,11.0,0.0,0.0,261.0,261.0,45.0,0.0,17.0,0.0,0.0,560.0,151.0,9.0,76.0,S,N,N,N,S,N,N,N,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,5.0,18.0,,,
571,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,311206469901,UBA,N,31,Minas Gerais,MG,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635.0,0.0,22357.0,24000.0,39889.0,18321.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,160.0,8.0,0.0,0.0,0.0,0.0,63.0,114.0,31.0,0.0,18.0,0.0,0.0,85.0,120.0,40.0,0.0,0.0,0.0,0.0,243.0,468.0,22.0,14.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,251.0,432.0,82.0,32.0,0.0,0.0,0.0,522.0,750.0,75.0,25.0,0.0,0.0,0.0,281.0,485.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,22.0,,,
880,2000,4,Faculdade,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,420200809102,JOINVILLE,N,42,Santa Catarina,SC,Sul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457095.0,0.0,6028.0,0.0,0.0,0.0,0.0,0.0,351678.0,0.0,6400.0,0.0,0.0,7200.0,0.0,58960.0,4800.0,6432.0,4537.0,0.0,23116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,6.0,3.0,0.0,0.0,0.0,1260.0,273.0,0.0,0.0,S,S,N,N,S,S,S,S,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,61.0,6.0,67.0,,,
262,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,351505918800,GUARULHOS,N,35,São Paulo,SP,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,0.0,0.0,17.0,15.0,0.0,0.0,26.0,12.0,0.0,0.0,9.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,3.0,5.0,10.0,8.0,14.0,19.0,0.0,0.0,17.0,10.0,3.0,2.0,13.0,4.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8141279.0,87129.0,0.0,0.0,0.0,0.0,0.0,199397.0,5734774.0,0.0,120481.0,0.0,90399.0,127175.0,0.0,1618814.0,52805.0,341154.0,342204.0,0.0,0.0,1.0,0.0,1152.0,2328.0,12.0,2.0,125.0,0.0,0.0,406.0,836.0,8.0,3.0,21.0,0.0,0.0,242.0,427.0,0.0,0.0,0.0,0.0,0.0,1570.0,3295.0,84.0,6.0,72.0,0.0,0.0,24.0,34.0,0.0,0.0,0.0,0.0,0.0,1943.0,4269.0,79.0,0.0,48.0,0.0,0.0,2529.0,5238.0,32.0,2.0,41.0,0.0,0.0,1944.0,3288.0,27.0,0.0,196.0,0.0,0.0,1441.0,2910.0,14.0,6.0,187.0,3.0,0.0,478.0,984.0,14.0,4.0,25.0,12.0,0.0,269.0,475.0,0.0,0.0,7.0,0.0,0.0,1963.0,4119.0,93.0,11.0,120.0,5.0,0.0,26.0,36.0,0.0,0.0,0.0,0.0,0.0,2159.0,4744.0,106.0,2.0,63.0,1.0,0.0,2663.0,5514.0,43.0,5.0,55.0,10.0,0.0,2430.0,4111.0,40.0,2.0,254.0,48.0,0.0,10481.0,350.0,233.0,582.0,S,S,S,N,S,N,N,N,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,68.0,42.0,42.0,,,
579,2000,4,Faculdade,ESTADUAL,2,ESTADUAL,N,N,N,N,270301104302,MACEIO,S,27,Alagoas,AL,Nordeste,1,5.0,10.0,,,1.0,4.0,,,19.0,7.0,,,18.0,3.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,10.0,1.0,10.0,13.0,,,,,8.0,11.0,32.0,38.0,,,,,5.0,7.0,9.0,8.0,,,,,1.0,0.0,4.0,5.0,,,,,93.0,,,66.0,,,3.0,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,450000.0,,,,70000.0,,,,,,,,,,,13819.0,1564.0,112578.0,131827.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5204.0,11014.0,539.0,56.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63727.0,,,,S,S,S,S,S,S,,,,,,,6.0,,,,,10.0,1.0,10.0,,,
24,2000,1,Universidade,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,310803727701,GOVERNADOR VALADARES,N,31,Minas Gerais,MG,Sudeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,,,,4.0,,,71.0,39.0,,,20.0,7.0,,,14.0,7.0,,,,1.0,,,,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,22.0,27.0,6.0,14.0,3.0,0.0,13.0,15.0,60.0,40.0,8.0,9.0,14.0,16.0,2.0,8.0,18.0,15.0,0.0,2.0,1.0,6.0,0.0,1.0,1.0,8.0,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,7.0,,,9.0,,,4.0,,,4.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,4.0,,16868165.0,358026.0,0.0,0.0,0.0,0.0,307675.0,356367.0,11684924.0,0.0,222809.0,0.0,468222.0,432426.0,0.0,8216107.0,75605.0,595859.0,1314452.0,0.0,26382.0,1.0,1.0,15715.0,22967.0,52.0,46.0,37.0,,21.0,733.0,1494.0,15.0,5.0,74.0,,6.0,4335.0,6974.0,255.0,90.0,64.0,,13.0,1881.0,3147.0,208.0,70.0,11.0,,11.0,275.0,329.0,61.0,1.0,57.0,,10.0,10139.0,16672.0,338.0,25.0,110.0,,15.0,6195.0,9654.0,258.0,52.0,94.0,,11.0,5927.0,8974.0,44.0,6.0,12.0,,7.0,113.0,235.0,1.0,1.0,,,,55.0,104.0,1.0,3.0,14.0,1.0,,86.0,218.0,1.0,,1.0,22.0,,37.0,73.0,6.0,2.0,,,,163.0,215.0,24.0,,19.0,3.0,,317.0,567.0,28.0,,3.0,33.0,,392.0,905.0,11.0,,5.0,4.0,,162.0,287.0,,,1.0,6.0,,56803.0,10650.0,3550.0,,S,S,S,S,S,S,N,N,4.0,,,1.0,,,21.0,,,96.0,134.0,59.0,,,
31,2000,1,Universidade,PRIVADA,4,COMUN/CONFES/FILANT,N,N,N,S,430603101602,BAGE,N,43,Rio Grande do Sul,RS,Sul,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,49.0,,,132.0,102.0,,,130.0,94.0,,,4.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,32.0,9.0,96.0,94.0,13.0,24.0,68.0,40.0,34.0,14.0,162.0,103.0,20.0,14.0,17.0,11.0,18.0,2.0,12.0,7.0,12.0,16.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,879.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1370.0,39233.0,,,30.0,80.0,,1170.0,20841.0,,75.0,,178.0,28.0,,19923.0,74.0,476.0,60.0,,228.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40502.0,6430.0,2244.0,1076.0,S,S,S,S,S,N,S,N,5.0,,,20.0,4.0,,1.0,2.0,,488.0,124.0,459.0,,,
618,2000,4,Faculdade,PRIVADA,4,PARTICULAR,S,N,N,N,260501807208,IPOJUCA,N,26,Pernambuco,PE,Nordeste,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,157.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,45.0,1.0,0.0,0.0,0.0,0.0,12.0,35.0,0.0,0.0,0.0,0.0,0.0,483.0,6.0,0.0,2.0,N,N,N,N,S,N,N,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
